Order Date,Region,Industry,Customer,Sales,Profit,Discount,profit_margin
2022-07-18,AMER,Manufacturing,Siemens,77.88,3.894,0.0,0.05
2023-09-20,EMEA,Tech,Samsung Electronics,95.616,9.5616,0.2,0.1
2022-03-12,EMEA,Tech,Sony,45.98,19.7714,0.0,0.43000000000000005
2022-03-12,EMEA,Tech,Sony,17.46,8.2062,0.0,0.47000000000000003
2020-10-20,AMER,Finance,Morgan Stanley,211.96,8.4784,0.0,0.04
2022-06-21,APJ,Finance,Bank of America Corp.,45.0,4.95,0.0,0.11
2022-06-21,APJ,Finance,Bank of America Corp.,21.8,6.104,0.0,0.27999999999999997
2021-04-18,APJ,Manufacturing,Siemens,38.22,17.9634,0.0,0.47000000000000003
2021-04-18,APJ,Manufacturing,Siemens,75.18,35.3346,0.0,0.47
2021-04-18,APJ,Manufacturing,Siemens,6.16,2.9568,0.0,0.48
2021-04-18,APJ,Manufacturing,Siemens,89.99,17.0981,0.0,0.19
2022-12-12,EMEA,Retail,Tesco,15.26,6.2566,0.0,0.41
2022-12-12,EMEA,Retail,Tesco,1029.95,298.6855,0.0,0.29
2022-06-18,EMEA,Finance,Aviva,208.56,52.14,0.0,0.25
2022-06-18,EMEA,Finance,Aviva,32.4,15.552,0.0,0.48
2022-06-18,EMEA,Finance,Aviva,319.41,7.098,0.1,0.02222222222222222
2022-06-18,EMEA,Finance,Aviva,14.56,6.9888,0.0,0.48
2022-06-18,EMEA,Finance,Aviva,30.0,3.3,0.0,0.11
2022-06-18,EMEA,Finance,Aviva,48.48,16.362,0.2,0.33749999999999997
2022-06-18,EMEA,Finance,Aviva,1.68,0.84,0.0,0.5
2021-11-24,AMER,Consumer Products,Mondelez International,13.98,6.1512,0.0,0.44
2021-11-24,AMER,Consumer Products,Mondelez International,25.824,9.3612,0.2,0.3625
2021-11-24,AMER,Consumer Products,Mondelez International,146.73,68.9631,0.0,0.47000000000000003
2021-11-24,AMER,Consumer Products,Mondelez International,79.76,22.3328,0.0,0.27999999999999997
2021-04-30,APJ,Healthcare,Abbott Laboratories,213.115,-15.2225,0.3,-0.07142857142857142
2020-12-05,AMER,Finance,Morgan Stanley,1113.024,111.3024,0.2,0.10000000000000002
2020-12-05,AMER,Finance,Morgan Stanley,167.968,62.988,0.2,0.375
2022-06-05,EMEA,Finance,Fannie Mae,75.88,35.6636,0.0,0.4700000000000001
2022-09-19,EMEA,Healthcare,Aetna,4.616,1.731,0.2,0.37500000000000006
2023-09-15,AMER,Tech,Intel,19.05,8.763,0.0,0.45999999999999996
2021-04-26,EMEA,Tech,Oracle,831.936,-114.3912,0.2,-0.13749999999999998
2021-04-26,EMEA,Tech,Oracle,97.04,1.213,0.2,0.0125
2021-04-26,EMEA,Tech,Oracle,72.784,-18.196,0.2,-0.25
2023-12-10,APJ,Transportation,Nissan Motor,1.248,-1.9344,0.8,-1.5499999999999998
2023-12-10,APJ,Transportation,Nissan Motor,9.708,-5.8248,0.6,-0.6
2023-12-10,APJ,Transportation,Nissan Motor,27.24,2.724,0.2,0.10000000000000002
2020-11-26,APJ,Tech,Oracle,19.3,-14.475,0.6,-0.75
2022-06-13,EMEA,Consumer Products,Tyson Foods,208.16,56.2032,0.0,0.27
2022-06-13,EMEA,Consumer Products,Tyson Foods,16.74,8.0352,0.0,0.48000000000000004
2020-10-12,AMER,Communications,Verizon Communications,14.9,4.172,0.0,0.27999999999999997
2020-10-12,AMER,Communications,Verizon Communications,21.39,6.2031,0.0,0.29
2021-09-03,EMEA,Finance,Itochu,200.984,62.8075,0.2,0.3125
2023-11-14,APJ,Energy,Royal Dutch Shell,230.376,-48.9549,0.2,-0.2125
2023-05-29,AMER,Finance,Morgan Stanley,301.96,33.2156,0.0,0.11000000000000001
2023-10-27,EMEA,Transportation,Daimler,19.99,6.7966,0.0,0.34
2023-10-27,EMEA,Transportation,Daimler,6.16,2.9568,0.0,0.48
2022-04-06,APJ,Finance,Fannie Mae,158.368,13.8572,0.2,0.08750000000000001
2022-09-18,AMER,Transportation,Daimler,20.1,6.633,0.0,0.32999999999999996
2022-09-18,AMER,Transportation,Daimler,73.584,8.2782,0.2,0.11249999999999999
2022-09-18,AMER,Transportation,Daimler,6.48,3.1104,0.0,0.4799999999999999
2021-01-31,EMEA,Finance,Morgan Stanley,12.96,6.2208,0.0,0.4799999999999999
2021-01-31,EMEA,Finance,Morgan Stanley,53.34,16.5354,0.0,0.30999999999999994
2021-01-31,EMEA,Finance,Morgan Stanley,32.96,16.1504,0.0,0.49000000000000005
2023-11-07,EMEA,Retail,Walgreens,5.682,-3.788,0.7,-0.6666666666666666
2023-11-10,EMEA,Manufacturing,Boeing,96.53,40.5426,0.0,0.42
2023-06-18,AMER,Energy,Valero Energy,51.312,17.9592,0.2,0.35
2022-09-07,EMEA,Consumer Products,Nestle,77.88,22.5852,0.0,0.29000000000000004
2022-08-30,APJ,Consumer Products,Philip Morris International,64.624,22.6184,0.2,0.35000000000000003
2022-08-30,APJ,Consumer Products,Philip Morris International,95.976,-10.7973,0.2,-0.1125
2022-08-30,APJ,Consumer Products,Philip Morris International,1.788,-3.0396,0.8,-1.7
2022-12-02,EMEA,Finance,Trafigura Group,23.92,11.7208,0.0,0.49
2021-11-13,EMEA,Retail,Walmart,238.896,-26.8758,0.2,-0.11250000000000002
2021-11-13,EMEA,Retail,Walmart,102.36,-3.8385,0.2,-0.0375
2021-11-13,EMEA,Retail,Walmart,36.882,-25.8174,0.7,-0.7000000000000001
2023-11-24,EMEA,Tech,Cisco Systems,74.112,17.6016,0.2,0.23750000000000004
2023-11-24,EMEA,Tech,Cisco Systems,27.992,2.0994,0.2,0.075
2023-11-24,EMEA,Tech,Cisco Systems,3.304,1.0738,0.2,0.32500000000000007
2021-10-15,APJ,Transportation,Nissan Motor,339.96,67.992,0.2,0.20000000000000004
2023-12-26,EMEA,Finance,Prudential Financial,41.96,10.9096,0.0,0.25999999999999995
2022-11-04,EMEA,Retail,Walmart,75.96,22.788,0.0,0.30000000000000004
2022-11-04,EMEA,Retail,Walmart,27.24,13.3476,0.0,0.49000000000000005
2020-08-25,AMER,Tech,Amazon,40.096,14.5348,0.2,0.36250000000000004
2020-08-25,AMER,Tech,Amazon,4.72,1.652,0.2,0.35
2020-08-25,AMER,Tech,Amazon,23.976,7.4925,0.2,0.3125
2020-08-25,AMER,Tech,Amazon,130.464,44.0316,0.2,0.33749999999999997
2021-03-02,AMER,Finance,Trafigura Group,787.53,165.3813,0.0,0.21000000000000002
2021-04-05,EMEA,Energy,Gazprom,157.794,-115.7156,0.7,-0.7333333333333333
2022-06-13,APJ,Healthcare,Aetna,47.04,18.3456,0.0,0.39
2022-06-13,APJ,Healthcare,Aetna,30.84,13.878,0.0,0.45
2022-06-13,APJ,Healthcare,Aetna,226.56,63.4368,0.0,0.27999999999999997
2022-06-13,APJ,Healthcare,Aetna,115.02,51.759,0.0,0.45
2022-06-13,APJ,Healthcare,Aetna,68.04,19.7316,0.0,0.29
2020-12-26,APJ,Transportation,FedEx,600.558,-8.5794,0.3,-0.014285714285714285
2020-09-20,APJ,Retail,Tesco,617.7,-407.682,0.5,-0.66
2023-11-06,AMER,Manufacturing,Honda Motor,2.388,-1.8308,0.7,-0.7666666666666667
2023-11-06,AMER,Manufacturing,Honda Motor,243.992,30.499,0.2,0.125
2022-11-07,AMER,Finance,Prudential Financial,81.424,-9.1602,0.2,-0.11249999999999999
2022-11-07,AMER,Finance,Prudential Financial,238.56,26.2416,0.0,0.10999999999999999
2023-02-03,AMER,Finance,Banco Santander,59.97,-11.994,0.4,-0.2
2023-02-03,AMER,Finance,Banco Santander,78.304,29.364,0.2,0.375
2023-02-03,AMER,Finance,Banco Santander,21.456,6.9732,0.2,0.325
2022-10-14,AMER,Retail,CVS Health,20.04,9.6192,0.0,0.48
2022-10-14,AMER,Retail,CVS Health,35.44,16.6568,0.0,0.47000000000000003
2022-10-14,AMER,Retail,CVS Health,11.52,3.456,0.0,0.3
2022-10-14,AMER,Retail,CVS Health,4.02,1.9698,0.0,0.49000000000000005
2022-10-14,AMER,Retail,CVS Health,76.176,26.6616,0.2,0.35
2022-10-14,AMER,Retail,CVS Health,65.88,18.4464,0.0,0.28
2022-10-14,AMER,Retail,CVS Health,43.12,20.6976,0.0,0.48000000000000004
2022-09-06,EMEA,Manufacturing,General Motors,82.8,10.35,0.2,0.125
2023-09-19,AMER,Finance,State Farm Insurance Cos.,8.82,2.3814,0.0,0.27
2023-09-19,AMER,Finance,State Farm Insurance Cos.,10.86,5.1042,0.0,0.47
2023-09-19,AMER,Finance,State Farm Insurance Cos.,143.7,68.976,0.0,0.48000000000000004
2023-12-23,EMEA,Communications,Comcast,839.43,218.2518,0.0,0.26
2021-09-07,AMER,Healthcare,AmerisourceBergen,671.93,20.1579,0.0,0.030000000000000006
2020-10-22,AMER,Manufacturing,Toyota Motor,93.888,12.9096,0.2,0.13749999999999998
2022-12-06,EMEA,Retail,Walmart,384.45,103.8015,0.0,0.27
2022-12-06,EMEA,Retail,Walmart,149.97,5.9988,0.0,0.04
2022-12-06,EMEA,Retail,Walmart,1951.84,585.552,0.0,0.30000000000000004
2022-12-06,EMEA,Retail,Walmart,171.55,80.6285,0.0,0.47
2022-03-14,AMER,Healthcare,Johnson & Johnson,157.92,17.766,0.2,0.1125
2022-03-14,AMER,Healthcare,Johnson & Johnson,203.184,15.2388,0.2,0.075
2021-05-31,AMER,Energy,Engie,58.38,26.271,0.0,0.45
2021-05-31,AMER,Energy,Engie,105.52,48.5392,0.0,0.46
2021-05-31,AMER,Energy,Engie,80.88,21.0288,0.0,0.26
2021-05-28,AMER,Tech,HonHai Precision Industry,6.63,1.7901,0.0,0.27
2020-03-01,AMER,Finance,American Express,457.568,51.4764,0.2,0.1125
2022-11-21,APJ,Transportation,Daimler,14.62,6.8714,0.0,0.47000000000000003
2022-11-21,APJ,Transportation,Daimler,944.93,236.2325,0.0,0.25
2022-05-12,AMER,Finance,J.P. Morgan Chase & Co.,5.98,2.691,0.0,0.44999999999999996
2021-12-28,EMEA,Retail,Kroger,54.384,1.3596,0.2,0.024999999999999998
2022-11-17,APJ,Consumer Products,Mondelez International,28.4,13.348,0.0,0.47000000000000003
2022-11-08,AMER,Manufacturing,Volkswagen,27.68,9.688,0.2,0.35000000000000003
2020-09-08,APJ,Transportation,Nissan Motor,9.936,2.7324,0.2,0.275
2020-09-08,APJ,Transportation,Nissan Motor,8159.952,-1359.992,0.4,-0.16666666666666666
2020-09-08,APJ,Transportation,Nissan Motor,275.928,-58.6347,0.2,-0.21250000000000002
2020-09-08,APJ,Transportation,Nissan Motor,1740.06,-24.858,0.3,-0.014285714285714287
2020-09-08,APJ,Transportation,Nissan Motor,32.064,6.8136,0.2,0.2125
2020-09-08,APJ,Transportation,Nissan Motor,177.98,-453.849,0.8,-2.5500000000000003
2020-09-08,APJ,Transportation,Nissan Motor,143.976,8.9985,0.2,0.0625
2020-08-05,AMER,Energy,Chevron,20.94,9.8418,0.0,0.4699999999999999
2020-08-05,AMER,Energy,Chevron,110.96,53.2608,0.0,0.48000000000000004
2020-08-05,AMER,Energy,Chevron,340.144,21.259,0.2,0.0625
2020-09-14,APJ,Energy,Royal Dutch Shell,52.448,-131.12,0.8,-2.5
2020-09-14,APJ,Energy,Royal Dutch Shell,20.16,6.552,0.2,0.32499999999999996
2023-04-22,APJ,Finance,Wells Fargo,97.264,-243.16,0.8,-2.5
2021-11-21,AMER,Tech,Oracle,396.802,-11.3372,0.3,-0.028571428571428567
2021-11-21,AMER,Tech,Oracle,15.88,-3.7715,0.2,-0.2375
2021-12-15,EMEA,Tech,Microsoft,3.28,1.4104,0.0,0.43000000000000005
2020-12-05,APJ,Healthcare,Merck,24.816,1.8612,0.2,0.075
2020-12-05,APJ,Healthcare,Merck,408.744,76.6395,0.2,0.18749999999999997
2020-11-19,EMEA,Healthcare,Merck,503.96,131.0296,0.0,0.26
2020-11-19,EMEA,Healthcare,Merck,149.95,41.986,0.0,0.28
2020-11-19,EMEA,Healthcare,Merck,29.0,7.25,0.0,0.25
2022-11-29,EMEA,Finance,J.P. Morgan Chase & Co.,7.16,3.4368,0.0,0.48
2020-08-26,AMER,Communications,AT&T,176.8,22.984,0.0,0.13
2022-07-17,APJ,Retail,Carrefour,37.224,3.7224,0.2,0.1
2022-07-17,APJ,Retail,Carrefour,20.016,6.255,0.2,0.3125
2021-10-12,EMEA,Tech,HonHai Precision Industry,899.136,112.392,0.2,0.125
2021-10-12,EMEA,Tech,HonHai Precision Industry,71.76,20.0928,0.0,0.27999999999999997
2021-10-12,EMEA,Tech,HonHai Precision Industry,51.84,24.8832,0.0,0.4799999999999999
2021-10-12,EMEA,Tech,HonHai Precision Industry,626.352,46.9764,0.2,0.075
2021-10-12,EMEA,Tech,HonHai Precision Industry,19.9,6.567,0.0,0.33
2021-10-31,AMER,Finance,Allstate,14.28,6.7116,0.0,0.47000000000000003
2020-03-21,AMER,Consumer Products,Tyson Foods,7.408,1.2038,0.2,0.16249999999999998
2020-03-21,AMER,Consumer Products,Tyson Foods,6.048,1.5876,0.2,0.26249999999999996
2023-11-07,AMER,Manufacturing,BMW,46.26,12.0276,0.0,0.26
2023-07-07,EMEA,Healthcare,Humana,2.946,-2.2586,0.7,-0.7666666666666666
2023-07-07,EMEA,Healthcare,Humana,16.056,5.8203,0.2,0.36249999999999993
2023-06-25,AMER,Energy,Gazprom,21.744,6.795,0.2,0.3125
2020-08-03,EMEA,Healthcare,Johnson & Johnson,218.75,-161.875,0.5,-0.74
2020-08-03,EMEA,Healthcare,Johnson & Johnson,2.6,0.2925,0.2,0.11249999999999999
2023-12-18,APJ,Communications,Sprint Nextel,66.284,-178.9668,0.8,-2.6999999999999997
2023-06-04,EMEA,Tech,Samsung Electronics,35.168,9.6712,0.2,0.275
2023-12-10,AMER,Healthcare,Johnson & Johnson,444.768,44.4768,0.2,0.1
2023-12-02,AMER,Finance,Morgan Stanley,83.92,5.8744,0.0,0.06999999999999999
2023-12-02,AMER,Finance,Morgan Stanley,131.98,35.6346,0.0,0.27
2023-12-02,AMER,Finance,Morgan Stanley,15.92,7.4824,0.0,0.47000000000000003
2023-12-02,AMER,Finance,Morgan Stanley,52.29,16.2099,0.0,0.31000000000000005
2023-12-02,AMER,Finance,Morgan Stanley,91.99,3.6796,0.0,0.04000000000000001
2021-02-09,APJ,Manufacturing,Toyota Motor,20.8,6.5,0.2,0.3125
2021-01-02,AMER,Consumer Products,Tyson Foods,23.68,8.88,0.2,0.37500000000000006
2021-01-02,AMER,Consumer Products,Tyson Foods,452.45,-244.323,0.5,-0.54
2021-01-02,AMER,Consumer Products,Tyson Foods,62.982,-14.6958,0.4,-0.23333333333333334
2021-01-02,AMER,Consumer Products,Tyson Foods,1188.0,-950.4,0.7,-0.7999999999999999
2021-01-02,AMER,Consumer Products,Tyson Foods,89.584,4.4792,0.2,0.049999999999999996
2022-10-29,AMER,Finance,Allianz,93.06,26.0568,0.0,0.27999999999999997
2022-10-29,AMER,Finance,Allianz,302.376,22.6782,0.2,0.07500000000000001
2021-12-24,AMER,Energy,Gazprom,5.584,1.8148,0.2,0.325
2021-12-24,AMER,Energy,Gazprom,22.704,8.2302,0.2,0.3625
2021-12-24,AMER,Energy,Gazprom,19.776,-13.8432,0.7,-0.7
2021-12-24,AMER,Energy,Gazprom,72.704,19.0848,0.2,0.26250000000000007
2021-12-24,AMER,Energy,Gazprom,479.988,-383.9904,0.7,-0.8
2021-12-24,AMER,Energy,Gazprom,27.168,2.7168,0.2,0.1
2021-08-09,AMER,Finance,Wells Fargo,2.2,0.968,0.0,0.43999999999999995
2021-08-09,AMER,Finance,Wells Fargo,622.45,136.939,0.0,0.21999999999999997
2021-08-09,AMER,Finance,Wells Fargo,21.98,0.2198,0.0,0.01
2021-02-28,EMEA,Transportation,United Parcel Service,161.568,-28.2744,0.2,-0.175
2021-02-28,EMEA,Transportation,United Parcel Service,389.696,43.8408,0.2,0.1125
2020-09-13,EMEA,Retail,Carrefour,18.648,-12.432,0.7,-0.6666666666666667
2023-04-08,EMEA,Energy,Royal Dutch Shell,233.86,-102.048,0.45,-0.43636363636363634
2023-04-08,EMEA,Energy,Royal Dutch Shell,620.6145,-248.2458,0.45,-0.39999999999999997
2023-04-08,EMEA,Energy,Royal Dutch Shell,5.328,-3.552,0.7,-0.6666666666666666
2023-04-08,EMEA,Energy,Royal Dutch Shell,258.072,0.0,0.2,0.0
2023-04-08,EMEA,Energy,Royal Dutch Shell,617.976,-7.7247,0.2,-0.0125
2023-11-13,AMER,Healthcare,Merck,10.56,4.752,0.0,0.44999999999999996
2022-06-05,APJ,Retail,Target,25.92,9.396,0.2,0.3625
2022-06-05,APJ,Retail,Target,419.68,-356.728,0.6,-0.85
2022-06-05,APJ,Retail,Target,11.688,-4.6752,0.6,-0.4
2022-06-05,APJ,Retail,Target,31.984,11.1944,0.2,0.35
2022-06-05,APJ,Retail,Target,177.225,-120.513,0.5,-0.68
2022-06-05,APJ,Retail,Target,4.044,-2.8308,0.6,-0.7000000000000001
2022-06-05,APJ,Retail,Target,7.408,1.2038,0.2,0.16249999999999998
2020-06-01,EMEA,Manufacturing,Airbus,2001.86,580.5394,0.0,0.29000000000000004
2020-06-01,EMEA,Manufacturing,Airbus,166.72,41.68,0.0,0.25
2020-06-01,EMEA,Manufacturing,Airbus,47.88,23.94,0.0,0.5
2020-06-01,EMEA,Manufacturing,Airbus,1503.25,496.0725,0.0,0.33
2020-06-01,EMEA,Manufacturing,Airbus,25.92,12.4416,0.0,0.4799999999999999
2022-12-11,AMER,Healthcare,Cigna,321.568,28.1372,0.2,0.08750000000000001
2022-09-12,AMER,Retail,Home Depot,7.61,3.5767,0.0,0.47000000000000003
2022-09-12,AMER,Retail,Home Depot,3347.37,636.0003,0.0,0.19000000000000003
2022-12-11,EMEA,Finance,Goldman Sachs Group,80.58,22.5624,0.0,0.28
2022-12-11,EMEA,Finance,Goldman Sachs Group,361.92,162.864,0.0,0.45
2021-11-28,APJ,Healthcare,AmerisourceBergen,12.132,-8.4924,0.6,-0.7000000000000001
2021-11-28,APJ,Healthcare,AmerisourceBergen,82.368,-19.5624,0.2,-0.23750000000000002
2021-11-28,APJ,Healthcare,AmerisourceBergen,53.92,4.044,0.2,0.07499999999999998
2021-11-28,APJ,Healthcare,AmerisourceBergen,647.904,56.6916,0.2,0.08750000000000001
2023-12-02,EMEA,Finance,Goldman Sachs Group,20.37,6.9258,0.0,0.33999999999999997
2023-12-02,EMEA,Finance,Goldman Sachs Group,221.55,6.6465,0.0,0.029999999999999995
2023-12-02,EMEA,Finance,Goldman Sachs Group,17.52,6.132,0.2,0.35
2023-06-09,APJ,Energy,Pemex,1.624,-4.466,0.8,-2.75
2020-09-19,APJ,Tech,HonHai Precision Industry,3059.982,-509.997,0.4,-0.16666666666666669
2020-09-19,APJ,Tech,HonHai Precision Industry,2519.958,-251.9958,0.4,-0.09999999999999999
2022-06-07,APJ,Retail,Lowes,328.224,28.7196,0.2,0.08750000000000001
2021-11-10,AMER,Manufacturing,Ford Motor,79.9,35.156,0.0,0.43999999999999995
2023-06-17,EMEA,Retail,CVS Health,14.016,4.7304,0.2,0.3375
2022-01-22,AMER,Transportation,Daimler,7.56,0.3024,0.0,0.04
2023-12-10,AMER,Tech,Amazon,37.208,-7.4416,0.2,-0.2
2023-12-10,AMER,Tech,Amazon,57.576,21.591,0.2,0.375
2023-12-29,AMER,Tech,Apple,725.84,210.4936,0.0,0.29
2021-07-30,AMER,Healthcare,AmerisourceBergen,209.93,92.3692,0.0,0.44
2021-07-30,AMER,Healthcare,AmerisourceBergen,5.28,2.3232,0.0,0.43999999999999995
2021-07-30,AMER,Healthcare,AmerisourceBergen,10.92,4.095,0.2,0.375
2023-09-17,AMER,Retail,Lowes,8.82,4.0572,0.0,0.45999999999999996
2023-09-17,AMER,Retail,Lowes,5.98,1.5548,0.0,0.25999999999999995
2023-10-14,EMEA,Energy,China National Petroleum,11.648,4.0768,0.2,0.35000000000000003
2023-10-14,EMEA,Energy,China National Petroleum,18.176,5.9072,0.2,0.325
2023-10-14,EMEA,Energy,China National Petroleum,59.712,5.9712,0.2,0.09999999999999999
2023-10-14,EMEA,Energy,China National Petroleum,24.84,8.694,0.2,0.35000000000000003
2021-09-26,APJ,Healthcare,Aetna,2.08,-3.432,0.8,-1.65
2021-09-26,APJ,Healthcare,Aetna,1114.4,376.11,0.2,0.33749999999999997
2021-11-02,AMER,Energy,ConocoPhillips,1038.84,51.942,0.2,0.05
2021-09-26,EMEA,Tech,Intel,141.76,47.844,0.2,0.3375
2021-09-26,EMEA,Tech,Intel,239.8,47.96,0.2,0.19999999999999998
2021-09-26,EMEA,Tech,Intel,31.104,10.8864,0.2,0.35000000000000003
2022-12-19,EMEA,Communications,Verizon Communications,254.058,-169.372,0.7,-0.6666666666666667
2022-12-19,EMEA,Communications,Verizon Communications,194.528,24.316,0.2,0.125
2022-12-19,EMEA,Communications,Verizon Communications,961.48,-204.3145,0.2,-0.2125
2022-11-21,AMER,Manufacturing,Siemens,19.096,6.6836,0.2,0.35000000000000003
2022-11-21,AMER,Manufacturing,Siemens,18.496,6.2424,0.2,0.3375
2022-11-21,AMER,Manufacturing,Siemens,255.984,54.3966,0.2,0.2125
2022-11-21,AMER,Manufacturing,Siemens,86.97,-48.7032,0.5,-0.56
2020-12-26,EMEA,Healthcare,Merck,300.416,78.8592,0.2,0.2625
2020-12-26,EMEA,Healthcare,Merck,230.352,20.1558,0.2,0.0875
2020-12-26,EMEA,Healthcare,Merck,218.352,-24.5646,0.2,-0.11249999999999999
2020-12-26,EMEA,Healthcare,Merck,78.6,-62.88,0.7,-0.8
2020-12-26,EMEA,Healthcare,Merck,27.552,9.2988,0.2,0.3375
2022-10-29,AMER,Manufacturing,General Motors,32.4,15.552,0.0,0.48
2022-10-29,AMER,Manufacturing,General Motors,1082.48,10.8248,0.0,0.01
2022-10-29,AMER,Manufacturing,General Motors,56.91,27.3168,0.0,0.48000000000000004
2022-10-29,AMER,Manufacturing,General Motors,77.6,38.024,0.0,0.49000000000000005
2022-10-29,AMER,Manufacturing,General Motors,14.28,6.5688,0.0,0.4600000000000001
2023-11-20,APJ,Finance,Allianz,219.075,-131.445,0.5,-0.6
2021-05-04,EMEA,Finance,Trafigura Group,26.8,12.864,0.0,0.48000000000000004
2020-12-30,AMER,Transportation,Nissan Motor,9.84,2.8536,0.0,0.29000000000000004
2020-06-01,AMER,Finance,Trafigura Group,45.48,20.9208,0.0,0.46
2020-06-01,AMER,Finance,Trafigura Group,289.2,83.868,0.0,0.29
2023-04-16,EMEA,Tech,Bosch,4.89,2.0049,0.0,0.41000000000000003
2022-09-13,EMEA,Finance,Allianz,15.136,3.5948,0.2,0.23750000000000002
2022-09-13,EMEA,Finance,Allianz,466.768,52.5114,0.2,0.11250000000000002
2022-09-13,EMEA,Finance,Allianz,15.232,1.7136,0.2,0.1125
2022-09-13,EMEA,Finance,Allianz,6.264,2.0358,0.2,0.325
2020-09-27,AMER,Finance,HSBC Holdings,87.54,37.6422,0.0,0.43
2020-08-09,EMEA,Energy,Enel,178.384,22.298,0.2,0.125
2020-08-09,EMEA,Energy,Enel,15.552,5.4432,0.2,0.35000000000000003
2020-12-28,EMEA,Communications,AT&T,99.136,8.6744,0.2,0.08750000000000001
2020-11-04,EMEA,Finance,Itochu,135.882,24.1568,0.1,0.17777777777777778
2020-11-04,EMEA,Finance,Itochu,3991.98,1995.99,0.0,0.5
2020-11-04,EMEA,Finance,Itochu,275.94,80.0226,0.0,0.29
2020-11-04,EMEA,Finance,Itochu,360.0,129.6,0.0,0.36
2020-11-04,EMEA,Finance,Itochu,43.57,13.071,0.0,0.3
2020-09-19,AMER,Transportation,United Parcel Service,7.16,3.58,0.0,0.5
2022-04-24,AMER,Tech,Bosch,251.52,81.744,0.2,0.325
2022-04-24,AMER,Tech,Bosch,99.99,34.9965,0.0,0.35
2023-11-04,EMEA,Manufacturing,Ford Motor,15.992,0.9995,0.2,0.0625
2022-08-31,EMEA,Healthcare,Pfizer,290.898,-67.8762,0.4,-0.2333333333333333
